row_label_raw,row_label_full,Tại 31 tháng 12 năm 2018 (Triệu VND),Quá hạn,Không hưởng lãi,Dưới 1 tháng,Từ 1 đến 3 tháng,Từ 3 đến 6 tháng,Từ 6 đến 12 tháng,Từ 1 đến 5 năm,Trên 5 năm,Tổng cộng,numeric__Quá hạn,numeric__Không hưởng lãi,numeric__Dưới 1 tháng,numeric__Từ 1 đến 3 tháng,numeric__Từ 3 đến 6 tháng,numeric__Từ 6 đến 12 tháng,numeric__Từ 1 đến 5 năm,numeric__Trên 5 năm,numeric__Tổng cộng
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
"Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàngVốn tài trợ, ủy thác đầu tư,cho vay mà TCTD chịu rủi ro",-,-,65.971.459,47.612.876,52.498.826,43.718.971,15.418.610,3.399,225.224.141,,,65971459.0,47612876.0,52498826.0,43718971.0,15418610.0,3399.0,225224141.0
