row_label_raw,row_label_full,Chỉ tiêu,Mã Số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã Số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
f. Tài sản tài chính chờ cho vay,B. TÀI SẢN VÀ CÁC KHOĂN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HÀNG > f. Tài sản tài chính chờ cho vay,f. Tài sản tài chính chờ cho vay,021.6,,,,216.0,,,
2. Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch của Nhà đầu tư,B. TÀI SẢN VÀ CÁC KHOĂN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HÀNG > 2. Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch của Nhà đầu tư,2. Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch của Nhà đầu tư,022,A.7.17,348.008.990.000,270.330.740.000,22.0,,348008990000.0,270330740000.0
"a. Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch, tự do chuyển nhượng","B. TÀI SẢN VÀ CÁC KHOĂN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HÀNG > a. Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch, tự do chuyển nhượng","a. Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch, tự do chuyển nhượng",022.1,,2.662.400.000,4.293.430.000,221.0,,2662400000.0,4293430000.0
"b. Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch, hạn chế chuyển nhượng","B. TÀI SẢN VÀ CÁC KHOĂN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HÀNG > b. Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch, hạn chế chuyển nhượng","b. Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch, hạn chế chuyển nhượng",022.2,,345.346.590.000,266.037.310.000,222.0,,345346590000.0,266037310000.0
"c. Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch, cảm cố","B. TÀI SẢN VÀ CÁC KHOĂN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HÀNG > c. Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch, cảm cố","c. Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch, cảm cố",022.3,,,,223.0,,,
"d. Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch, phong tòa, tạm giữ","B. TÀI SẢN VÀ CÁC KHOĂN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HÀNG > d. Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch, phong tòa, tạm giữ","d. Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch, phong tòa, tạm giữ",022.4,,,,224.0,,,
3. Tài sản tài chính chờ về của Nhà đầu tư,B. TÀI SẢN VÀ CÁC KHOĂN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HÀNG > 3. Tài sản tài chính chờ về của Nhà đầu tư,3. Tài sản tài chính chờ về của Nhà đầu tư,023,A.7.18,332.380.238.600,544.582.770.000,23.0,,332380238600.0,544582770000.0
4. Tài sản tài chính sửa lỗi giao dịch của Nhà đầu tư,4. Tài sản tài chính sửa lỗi giao dịch của Nhà đầu tư,4. Tài sản tài chính sửa lỗi giao dịch của Nhà đầu tư,024.a,,,,,,,
5. Tài sản tài chính chưa lưu ký tại VSD của Nhà đầu tư,5. Tài sản tài chính chưa lưu ký tại VSD của Nhà đầu tư,5. Tài sản tài chính chưa lưu ký tại VSD của Nhà đầu tư,024.b,,,,,,,
6. Tài sản tài chính được hưởng quyền của Nhà đầu tư,5. Tài sản tài chính chưa lưu ký tại VSD của Nhà đầu tư > 6. Tài sản tài chính được hưởng quyền của Nhà đầu tư,6. Tài sản tài chính được hưởng quyền của Nhà đầu tư,025,A.7.19,56.090.720.000,140.201.130.000,25.0,,56090720000.0,140201130000.0
