row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng côngVND,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng côngVND
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
