row_label_raw,row_label_full,STT,Danh mục các loại tài sản tài chính,Giá trị mua theo số kế toán VND,Giá trị ghi số VND,Số dư chênh lệch đánh giá lại cuối năm VND,Số dư chênh lệch đánh giá lại đầu năm VND,Chênh lệch thuần điều chỉnh số kế toán trong năm VND,Chênh lệch tăng VND,Chênh lệch giảm VND,numeric__Danh mục các loại tài sản tài chính,numeric__Giá trị mua theo số kế toán VND,numeric__Giá trị ghi số VND,numeric__Số dư chênh lệch đánh giá lại cuối năm VND,numeric__Số dư chênh lệch đánh giá lại đầu năm VND,numeric__Chênh lệch thuần điều chỉnh số kế toán trong năm VND,numeric__Chênh lệch tăng VND,numeric__Chênh lệch giảm VND
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết CTCP Xây dựng Công nghiệp Descon,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
